Name,Type-MAN
J113542.25+245644.8,3
J113545.32+491620.2,1
J113548.50+175123.7,2
J113549.78+565415.4,2
J113549.96+363240.1,4
J113553.96+134214.7,1
J113559.00+472954.5,1
J113600.04+514840.6,2
J113602.50+230455.8,2
J113605.21+071157.9,1
J113607.58+365119.7,1
J113613.05+400235.8,3
J113614.40+410315.0,2
J113617.53+160152.2,2
J113622.85+413511.3,1
J113628.05+480250.6,2
J113631.08+170453.5,3
J113631.25+050953.9,2
J113634.20+501800.4,2
J113637.70+170235.7,1
J113637.89+154000.8,3
J113637.96+570126.4,1
J113638.46+044919.6,1
J113638.95+154209.5,1
J113641.21+505132.9,1
J113641.97+070228.7,2
J113642.28+223243.7,1
J113643.47+545446.8,3
J113645.17+381856.1,1
J113645.67+600918.3,3
J113650.10+255052.4,1
J113654.67+033116.8,2
J113654.88+025732.2,2
J113659.46+254607.2,3
J113700.05+323414.8,2
J113703.85+333801.5,2
J113706.91+164500.7,2
J113710.82+390132.6,2
J113713.75+215254.7,1
J113716.92+380953.6,2
J113717.71+272042.1,1
J113720.07+022159.7,2
J113720.17+345135.2,3
J113720.83+160612.1,3
J113724.69+392238.1,1
J113728.60+181812.3,1
J113729.48+555955.7,1
J113733.96+132949.1,3
J113735.00+065627.7,3
J113735.75+174809.0,3
J113738.60+010746.7,1
J113739.82+091202.9,2
J113740.15+332630.3,2
J113740.25+071420.4,2
J113742.10+223714.3,1
J113743.85+024209.8,1
J113745.31+052130.9,2
J113745.70+131542.2,1
J113746.21+582803.4,3
J113747.17+391100.8,1
J113749.18+434519.3,2
J113749.21+402531.6,2
J113749.31+324240.0,1
J113749.40+434520.7,2
J113750.20+463633.8,2
J113753.17+104725.0,1
J113753.53-022540.2,2
J113753.61+161155.8,1
J113754.39+601654.4,1
J113759.43+250929.1,3
J113811.72+471614.7,3
J113811.93+495527.8,2
J113812.26+222038.1,1
J113813.15+323718.3,2
J113818.28+172342.2,2
J113819.73+170919.9,1
J113822.82+182723.5,1
J113822.91+065517.0,1
J113824.98+250154.0,2
J113830.35+185952.2,1
J113830.42+115417.4,1
J113831.01+110512.8,2
J113835.34+572240.8,1
J113836.75+112100.4,2
J113837.56+111001.3,1
J113838.07+045136.7,2
J113838.17+433933.4,4
J113840.10+022427.6,4
J113843.09+354754.8,1
J113848.04+633528.9,3
J113849.43+450017.4,3
J113849.54-020511.5,2
J113850.25+203918.4,4
J113850.90+630620.7,2
J113851.38+201310.5,1
J113852.82+370838.6,3
J113853.56+210729.2,2
J113856.21+432948.3,4
J113857.46+300632.1,2
J113857.71+372837.0,3
J113857.75+412322.9,1
J113858.27+633526.7,2
J113902.60+322820.7,3
J113904.20+123753.9,1
J113905.57-023728.3,2
J113906.67+230602.0,1
J113907.41-021322.7,2
J113910.56+322824.3,1
J113911.33+254024.3,1
J113920.37+165206.1,4
J113922.67+434544.9,2
J113923.19+322626.6,2
J113924.35+333114.6,1
J113931.17+444626.1,1
J113932.85+202844.2,2
J113933.34+131432.2,2
J113934.67+222202.1,2
J113936.53+360747.4,4
J113938.00+602904.9,2
J113939.46+042217.4,2
J113940.06+242406.0,1
J113944.82+072804.8,1
J113945.20+322316.9,4
J113947.46+613518.1,2
J113949.04+232115.7,2
J113951.28+562901.3,1
J113952.99+252538.6,1
J113954.39+381632.9,2
J113956.50+394846.8,3
J113958.25+430417.5,3
J114000.09+442712.7,2
J114003.62+582847.5,2
J114004.71+245759.2,1
J114006.24+151542.6,1
J114009.61+300032.5,1
J114010.39+400603.9,1
J114012.38+070906.1,1
J114014.48+054157.2,3
J114015.99+122055.0,2
J114019.85+014916.2,3
J114020.21+535029.2,4
J114023.48+152809.7,1
J114025.03+392203.0,3
J114027.73+120308.3,4
J114033.54+163940.8,2
J114033.75+563927.8,1
J114034.40+440548.1,3
J114037.99+440856.2,1
J114039.11+280646.9,1
J114043.88+550154.6,2
J114046.85+252823.8,2
J114047.35+463225.8,1
J114053.70+410124.7,1
J114057.82+452342.0,2
J114057.88+252859.3,1
J114059.54+610707.2,3
J114107.01+604514.1,2
J114110.31+313726.5,2
J114111.82+054405.1,4
J114114.57+381847.2,1
J114114.58+061439.4,1
J114122.75+532624.2,1
J114125.98+080216.5,2
J114126.69+404858.5,2
J114128.30+055829.5,1
J114129.08+601039.3,3
J114129.39+473106.7,1
J114131.46+182228.0,1
J114135.47+440404.3,2
J114136.28+274354.0,4
J114138.77+335454.1,3
J114139.53+354106.9,2
J114140.50+344501.9,1
J114143.32+413704.3,1
J114148.50+584234.5,2
J114151.02+370232.4,2
J114153.77+052605.8,3
J114154.00+060718.9,1
J114156.11+383924.8,2
J114156.32+372016.0,2
J114158.90+184353.9,1
J114202.56+214511.5,3
J114202.95+282124.4,1
J114203.41+005135.9,1
J114203.66+250714.5,3
J114208.92+043733.6,4
J114221.76+334201.8,1
J114228.67+230546.9,2
J114230.94+411727.6,1
J114231.32+562155.4,4
J114233.59+044815.3,2
J114237.74+611155.9,4
J114245.42+264213.7,3
J114248.46+414340.0,2
J114254.29+110132.9,2
J114257.14+110303.9,2
J114257.24+603711.2,1
J114258.74+015422.2,3
J114303.27+151004.6,2
J114303.35+110509.5,2
J114307.75+435257.5,2
J114316.28+551639.7,1
J114316.96+383447.3,1
J114317.51+323548.2,2
J114318.10+071633.2,1
J114319.85+414355.3,1
J114323.92+600737.2,4
J114326.78+232947.3,2
J114328.94+060024.7,3
J114334.60+160353.1,2
J114337.43+364846.3,4
J114338.03+422604.9,3
J114338.40+462403.2,2
J114338.45+060436.9,1
J114339.84+072959.6,4
J114339.85+230042.3,1
J114341.39+121115.1,2
J114342.42+402252.7,1
J114344.42+222906.8,1
J114350.28+125802.7,1
J114354.60+054908.3,2
J114355.28+494956.6,2
J114356.06+223031.2,2
J114356.24+253402.8,1
J114356.46+573813.8,1
J114358.57+274824.3,1
J114359.88+163441.5,4
J114403.87+440022.0,3
J114404.53+572136.9,2
J114409.35+515809.0,2
J114412.83+611826.9,1
J114413.22+324203.1,1
J114418.03+380448.0,3
J114420.14+151941.5,1
J114420.21+391425.1,1
J114420.32+103135.4,2
J114422.51+084111.7,2
J114422.76+143739.9,2
J114423.05+035847.7,3
J114425.05+251407.7,4
J114426.01-015725.6,1
J114428.12+035815.7,3
J114430.51+305300.2,1
J114431.96+052942.8,4
J114432.17+083333.5,1
J114432.25+052930.6,4
J114436.95+623816.3,2
J114437.50+152543.1,2
J114441.21+250029.6,2
J114446.28+244246.5,1
J114446.88+050220.4,2
J114448.09+583350.4,4
J114448.39-010930.7,1
J114453.28+374903.7,2
J114453.65+015117.1,3
J114454.67-024750.7,1
J114456.25+120655.0,2
J114457.06+565916.2,2
J114500.41+121856.6,2
J114501.94+131312.2,2
J114505.03+193622.9,4
J114506.42+172801.2,1
J114506.51+533852.8,3
J114509.22+111335.9,1
J114513.86-025939.0,1
J114515.57+203833.9,3
J114519.91+253257.7,2
J114521.26+601646.2,2
J114522.21+103541.9,2
J114523.42+215915.2,2
J114525.98-022332.9,4
J114526.33+111231.6,2
J114533.03+552400.3,1
J114534.81-012447.0,1
J114535.10-034001.5,1
J114537.31+053901.3,3
J114538.52+442021.9,1
J114539.59+060326.7,2
J114551.78-022010.6,2
J114551.88+160241.6,2
J114553.03+595320.0,2
J114553.47+433233.8,1
J114555.67+283402.7,2
J114557.00+070454.5,1
J114557.14+411437.1,1
J114557.27+522131.7,3
J114601.02+105358.2,1
J114607.67+082213.2,1
J114609.55+430353.4,2
J114609.75+234314.7,2
J114612.44+331134.0,4
J114620.19+371658.3,3
J114623.00+442459.1,2
J114623.67+100457.8,4
J114628.51+483346.7,2
J114628.69+065305.5,3
J114634.50+163947.4,3
J114641.07+374850.3,3
J114644.67+093756.1,2
J114646.64+232810.8,2
J114647.57+095228.2,2
J114648.03+220024.6,3
J114649.78+241351.2,1
J114650.47+243825.7,2
J114658.60+003013.7,1
J114704.61+593547.1,1
J114717.14+432415.6,1
J114719.67+275909.6,2
J114720.98-014210.0,1
J114722.14+350107.6,1
J114727.46+235801.9,1
J114731.26+055839.5,3
J114732.06+252848.6,2
J114732.10+191522.2,1
J114733.17+365415.0,1
J114736.85+205143.2,3
J114737.64+575435.8,2
J114738.81-024915.5,3
J114740.07+334720.5,1F
J114745.92+593304.1,1
J114747.09+034838.7,2
J114751.56+021624.1,3
J114756.60+194109.7,1
J114757.67+252800.8,1
J114759.21+370311.3,3
J114801.94+564716.0,2
J114802.25+023758.4,2
J114802.73+380906.9,2
J114803.27+434807.7,2
J114807.54+353916.3,1
J114810.64+540519.1,3
J114810.65+215312.1,4
J114810.83+283444.8,2
J114812.17+525107.5,1
J114814.98+545716.6,1
J114816.32+194247.7,3
J114818.00-020146.6,1
J114818.26+222235.5,2
J114820.71+315628.3,2
J114821.39+595212.2,1
J114830.46+571348.1,1
J114831.87+174728.4,3
J114833.14+233225.9,4
J114833.96+261603.8,1
J114834.92+244653.7,3
J114835.28+452149.2,3
J114838.74+411922.4,4
J114839.09+504327.4,2
J114839.65+092101.4,1
J114840.35+261517.1,1
J114848.28+380108.9,2
J114854.39+351920.3,2
J114857.54+244148.4,1
J114900.28+295841.1,1
J114901.79+371737.6,1
J114905.20+513455.7,2
J114907.36+311401.8,2
J114907.37+110033.6,2
J114910.67+151924.7,2
J114912.82+255932.5,2
J114913.28+165219.0,2
J114914.69+315249.7,1
J114916.10+022423.6,1
J114920.69+203442.2,2
J114922.30+222326.3,2
J114925.05+354848.6,1
J114926.48+245131.9,1
J114930.35+243927.0,3
J114933.52+202946.9,4
J114935.11+524013.9,2
J114940.07+381142.6,3
J114940.52+153925.3,2
J114948.92+105632.7,3
J114949.77+271002.5,1
J114953.13+550101.2,2
J114953.29+054202.8,2
J115000.11+552821.2,1
J115002.04-031856.2,2
J115002.54+053756.2,1
J115003.71+253925.9,1
J115004.12+043451.5,3
J115007.54+415810.9,3
J115008.82+320853.9,2
J115008.90+021349.0,4
J115010.49+021706.2,2
J115010.93+063340.6,2
J115011.27+534320.7,3
J115012.75+274906.2,3
J115013.40+583957.3,2
J115017.01+101652.9,1
J115019.17+105009.6,1
J115020.82+010423.3,1
J115024.33+611256.9,2
J115027.19+243550.1,1
J115029.75-005313.6,1
J115029.82+292625.7,2
J115030.46+415800.8,2
J115032.53-034242.7,1
J115033.45+161552.9,2
J115037.17+570741.9,1
J115043.04+422653.9,2
J115044.82+371030.3,2
J115047.31+282710.8,2
J115049.20+621948.1,3
J115049.85+260716.9,2
J115050.99-031113.1,3
J115055.89+440247.8,1
J115059.96+421612.1,3
J115100.48+143450.6,1
J115104.23+271800.1,3
J115106.62+160212.3,1
J115110.90+261529.7,3
J115111.22+205122.0,1
J115113.93+064060.0,2
J115117.50+333404.1,4
J115118.51+240941.0,1
J115125.67+545006.9,2
J115131.05+163126.3,3
J115131.14+292722.4,2
J115133.07+050605.3,1
J115136.60-013655.4,1
J115141.04+334144.6,1
J115143.34+010444.0,4
J115145.71+011239.1,3
J115146.21+283245.0,1
J115154.47+282122.7,2
J115157.14+343439.9,1
J115158.03+121710.1,2
J115158.63+314032.3,1
J115159.60+105127.1,3
J115200.20+252535.0,1
J115202.81+314516.3,1
J115204.57+370036.4,1
J115205.76+545817.0,1
J115206.37+011603.9,2
J115207.65+212330.6,4
J115209.42+234328.5,2
J115210.19+555551.2,2
J115210.71+283721.4,1
J115211.92-030104.6,1
J115212.60+574711.1,2
J115213.92+261152.9,1
J115226.39-002928.1,2
J115229.28+460700.4,2
J115231.32-021848.0,1
J115236.46+373243.8,2
J115236.60+422916.4,4
J115237.24+045155.9,1
J115246.32+300821.6,2
J115249.68+041023.7,1
J115252.07+490705.7,2
J115306.73+513501.0,2
J115308.05+460244.4,4
J115308.24+033447.0,2
J115308.60+425502.9,2
J115309.52+214155.9,2
J115309.68+285332.7,3
J115310.19+460221.2,4
J115312.24+414444.4,1
J115315.73+114100.2,1
J115316.78+233041.8,3
J115316.96+374849.9,1
J115322.37+195612.5,1
J115326.26+514233.8,3
J115328.98+504410.9,3
J115329.37+495254.0,3
J115329.53+195322.7,1
J115330.57+524122.0,1
J115332.07+305218.4,1
J115333.79+164416.5,1
J115337.10-025437.4,2
J115337.67+330136.4,4
J115342.90+382305.9,2
J115344.03+222208.5,1
J115344.22+104919.1,2
J115347.96+045857.4,3
J115348.74+341717.7,1
J115349.47+425043.1,2
J115351.45-033722.7,1
J115352.10+080810.8,3
J115352.81-013738.7,2
J115352.84+381148.6,3
J115354.39+224559.1,3
J115355.67+332445.8,1
J115358.88+093929.8,3
J115404.08+441248.3,1
J115404.55-001009.9,1
J115404.67+234824.8,1
J115409.27+023815.0,2
J115410.41+122509.7,1
J115420.71+452329.5,3
J115424.57+020653.0,4
J115424.89+124706.8,1
J115427.05+524720.9,3
J115430.53+605016.8,1
J115431.92+092303.1,1
J115433.40+005800.9,4
J115434.36+552342.2,1
J115436.40+110554.1,2
J115440.99+273522.2,3
J115442.13+275515.6,1
J115446.78+024117.4,1
J115447.59+033115.0,1
J115449.17+553252.1,2
J115449.27+194653.6,2
J115453.57+044922.9,2
J115454.78+213337.3,1
J115455.11+323518.7,3
J115455.64+050155.5,1
J115459.64+143911.2,2
J115501.43+163339.1,3
J115501.84-012311.3,1
J115511.26+112807.5,4
J115513.65-003134.0,4
J115514.25+353919.3,3
J115518.73+365312.8,1
J115518.76+374544.0,3
J115522.07+160555.8,2
J115522.85+031032.5,1
J115524.19+015802.9,2
J115525.32+462550.0,2
J115525.57+300303.9,3
J115526.87+020901.3,1
J115528.69+283457.8,1
J115531.25+413839.2,3
J115534.42-011416.7,1
J115536.46+231411.4,1
J115537.81+060047.0,2
J115540.92+530127.1,2
J115547.46-001850.8,2
J115547.67+475226.5,1
J115551.21+370017.6,2
J115556.99+440614.3,2
J115557.89+360534.2,1
J115600.36+281408.8,2
J115600.78+270217.1,1
J115603.02+235340.3,2
J115605.15+012650.7,2
J115605.41+343304.2,2
J115606.33+343916.2,1
J115608.84+564635.1,2
J115609.67+012059.5,3
J115610.69+043232.4,1
J115611.73+101908.4,2
J115613.34+625256.1,3
J115614.48+145639.5,1
J115614.58+073003.9,3
J115616.05+571323.4,2
J115617.62+473508.5,2
J115618.82+605908.7,3
J115620.53+344214.3,2
J115621.42+142737.8,1
J115621.67+115406.8,2
J115625.37+615459.3,1
J115627.98+391040.3,3
J115631.78+413255.7,2
J115631.89+572501.1,1
J115633.64+195306.5,2
J115638.53+204847.5,4
J115639.14+304022.6,1
J115642.07+250349.4,2
J115642.64+301145.3,1
J115642.71+595232.7,2
J115643.79+411528.5,3
J115645.36+572151.7,2
J115646.57+423807.4,1
J115646.61+301126.2,3
J115647.00+000203.2,2
J115650.75+262534.9,1
J115652.61+392149.8,3
J115652.65+572334.3,3
J115652.97+262650.0,1
J115653.18+241245.9,2
J115653.88+170550.5,1
J115654.67+263232.2,1
J115701.95+134312.9,2
J115702.06+165043.0,2
J115702.48+194501.8,4
J115702.60+094921.5,1
J115706.34-005838.0,1
J115709.53+282200.7,1
J115711.63+500006.2,2
J115712.36-032107.7,1
J115713.51+170911.0,2
J115716.05+123057.6,3
J115716.67+512452.2,2
J115718.08+024954.8,1
J115718.89+391047.8,2
J115722.01+262247.4,1
J115724.30+161920.6,2
J115728.94+443517.4,1
J115733.60+093729.3,1
J115738.25+243152.1,2
J115740.86+485352.7,2
J115742.64+330810.4,1
J115747.54+225425.3,2
J115748.89+484444.0,1
J115749.82+595342.7,2
J115750.11+410148.6,2
J115750.72+244444.3,1
J115753.49+554814.1,1
J115755.04+580838.6,3
J115757.29-005726.4,2
J115800.12+081644.2,1
J115801.41+441017.5,2
J115802.10+284300.0,2
J115808.80+231133.0,2
J115809.03+511117.4,2
J115815.05+381329.6,2
J115815.92+464547.8,2
J115819.67+250314.0,1
J115821.30+003706.1,4
J115821.30+005707.4,2
J115821.51+464652.5,3
J115825.12+271631.0,4
J115825.80+304404.4,1
J115826.42+494838.7,2
J115827.53+153101.9,1
J115842.07+094653.3,3
J115846.38+104259.8,2
J115848.25+571719.1,2
J115853.18+081943.3,1
J115900.19+225845.1,2
J115900.39+282613.5,1
J115900.92+460521.8,2
J115901.56+244146.9,1
J115901.65+411531.0,1
J115904.37+210209.3,1
J115905.67+582035.6,3
J115907.61+023929.6,1
J115912.28+432908.4,2
J115913.51+473253.3,1
J115915.58+163630.7,2
J115919.98+464545.2,1
J115920.05+281851.5,2
J115920.71+565139.3,2
J115923.39+412520.5,3
J115925.64+074844.7,2
J115926.12+402822.5,1
J115928.10+410234.9,1
J115928.12+055050.5,2
J115933.07+494728.6,2
J115934.20+114632.1,2
J115941.61-003153.9,3
J115942.43-022616.5,2
J115949.45+475216.9,2
J115951.75+365549.2,1
J115954.42-012108.3,3
J115954.67+302727.0,1
J115955.79+080715.2,2
J115959.64+422013.2,2
J120000.56+232220.4,1
J120005.45+115423.7,2
J120014.27+104148.4,1
J120014.73+082351.1,1
J120014.84+561457.4,4
J120016.69+173753.1,2
J120017.12+122921.9,1
J120021.30+104525.5,4
J120021.94-020152.8,2
J120027.73+331010.5,1
J120028.87-000724.8,2
J120031.07+001927.2,2
J120033.17+360317.6,2
J120033.46+030446.9,2
J120034.65+310455.3,2
J120036.89+432734.0,1
J120038.07+133030.7,2
J120041.10+455546.5,1
J120041.57+545909.0,1
J120042.27+241031.6,1
J120043.31+292214.4,3
J120044.70+275020.4,2
J120046.79+475828.3,2
J120048.09+560138.0,1
J120050.85+385122.5,1
J120051.74+031855.9,2
J120051.84+261513.7,2
J120055.27+032655.6,2
J120056.71-012035.6,2
J120056.92+165637.0,2
J120058.68+564803.8,2
J120106.19-000701.6,1
J120111.96+292305.5,1
J120114.47+483058.4,1
J120116.67+233452.7,1
J120117.44+141640.3,1
J120118.19+061859.3,3
J120120.30+554342.1,1
J120120.39+444239.4,3
J120124.23+502932.0,1
J120126.42+151105.9,1
J120133.49+344520.5,2
J120136.17+381213.3,2
J120138.00+230922.7,2
J120138.60+224548.3,2
J120140.28+135328.6,2
J120140.78-001208.5,4
J120141.70+225646.4,3
J120142.92+442025.9,3
J120143.65-001114.0,2
J120143.67-001104.2,1
J120149.29-003034.0,3
J120149.32+300719.2,1
J120151.09+211150.8,3
J120153.28+092704.6,1
J120201.63+562006.5,2
J120202.66+175938.4,1
J120203.39-012546.2,3
J120206.34+162814.0,1
J120207.79+310120.6,3
J120207.96+105851.9,2
J120208.66+444422.5,2
J120209.41+200926.5,1
J120210.38+274109.1,3
J120210.93+293016.0,1
J120215.61+115308.3,2
J120218.30+065033.0,2
J120220.39+251829.8,2
J120221.03+222153.3,3
J120221.98+591819.3,1
J120222.76+385016.8,3
J120222.85+240735.4,3
J120224.62+273144.5,3
J120225.07+110751.2,2
J120226.78+503656.2,3
J120227.14+085548.3,2
J120227.69+410430.2,2
J120228.12+584133.3,3
J120228.42+270754.3,3
J120231.14+163741.8,1
J120239.57+265059.5,1
J120240.07+544700.3,1F
J120242.39-012345.9,3
J120244.36+164052.9,2
J120245.02+265021.8,1
J120247.56+330711.0,2
J120249.07+320718.7,2
J120250.50+232640.8,2
J120254.06+063313.9,1
J120300.10+514948.0,2
J120301.64+283546.1,3
J120304.84+372232.3,2
J120308.43-015955.6,1
J120310.92+564851.7,1
J120311.52+415315.9,3
J120312.16+145153.5,3
J120313.88+374210.2,1
J120314.26+082524.1,1
J120315.33+402843.2,3
J120315.72+414408.3,3
J120315.89+533454.8,1
J120318.53+030519.2,3
J120318.60+342528.8,1
J120318.71+313344.2,1
J120319.75+561711.3,1
J120320.66+131931.4,1
J120325.51+504725.9,2
J120327.60+500951.9,2
J120328.85+132620.8,2
J120331.67+543009.0,1
J120333.61+110605.7,2
J120336.65+275639.2,3
J120339.20+305323.9,2
J120339.52+104103.7,2
J120340.59+315909.3,3
J120342.49+010154.5,3
J120342.53+275753.0,1
J120347.21+022936.7,2
J120348.04+022522.3,1
J120348.56+162652.3,2
J120349.50+374413.8,2
J120349.97+293421.8,1
J120358.43+500042.9,1
J120401.48+201356.4,4
J120406.38+022441.6,2
J120406.82+391218.3,1
J120412.11+114555.4,1
J120412.55+250048.0,3
J120413.01+314427.7,4
J120414.03+232022.1,1
J120416.76+240849.1,2
J120417.07+443143.4,2
J120419.37+445030.2,2
J120420.12+384556.6,1
J120420.48+314304.7,1
J120423.62+055003.7,2
J120424.87+505731.4,1
J120425.28+034510.5,4
J120426.41+214912.4,1
J120428.44+501019.0,3
J120431.80+522749.0,1
J120432.93+035807.7,4
J120438.38+174605.0,2
J120443.79+245229.5,1
J120446.96+010925.2,1
J120449.47+371914.1,1
J120458.63+455937.0,4
J120459.38+494021.3,2
J120459.39+251807.2,2
J120501.44+242750.5,3
J120504.25+385549.9,1
J120504.46+062919.5,2
J120512.16+333407.6,1
J120514.50+320417.1,4
J120514.77+575249.3,2
J120515.08+282520.3,3
J120515.57+431008.5,1
J120516.57+210037.2,2
J120522.78+302108.8,2
J120523.73+385251.9,3
J120529.37+201448.3,1F
J120530.82+473511.1,3
J120535.02+113851.1,2
J120535.39+302604.6,1
J120536.04+380742.9,2
J120544.61+444340.0,2
J120545.85+213929.2,1
J120551.11+522809.7,1
J120552.39+434236.4,2
J120552.57+141412.9,2
J120554.38+150234.2,1
J120555.64+302420.6,3
J120558.10+485730.0,4
J120601.47+003500.7,2
J120602.06+311212.1,2
J120603.54+162634.9,3
J120609.43+311002.9,1
J120609.48+423040.6,2
J120611.42+350525.7,1
J120615.89+245655.7,1
J120619.92+034701.1,4
J120623.23+272951.5,2
J120623.32+114836.2,1
J120623.60+374405.3,2
J120626.01-021147.3,2
J120629.03+145040.5,3
J120631.62+400208.0,1
J120632.54+374024.8,3
J120636.54+593837.6,2
J120640.32+104652.9,1
J120644.75+003145.5,3
J120647.21+022201.0,1
J120647.64+315231.5,4
J120647.89+515711.7,2
J120649.10+395953.3,1
J120649.50+493735.0,2
J120649.96+272934.8,3
J120656.50+440629.0,3
J120659.54+200646.8,2
J120700.59-021958.2,2
J120718.62-013930.7,2
J120720.57+000542.1,2
J120720.96+194949.3,1
J120721.12+510115.5,3
J120721.76+390920.1,1
J120723.96+072155.7,2
J120724.60+344759.3,1
J120725.23+142125.6,2
J120726.51+204609.7,2
J120729.37+423927.9,1
J120731.01+001425.5,2
J120736.39+622012.1,1
J120737.27+393754.8,1
J120738.29+100902.1,3
J120744.60+195608.2,2
J120746.04+452300.2,1
J120747.02+451401.2,3
J120752.13+100932.1,1
J120752.89+513430.6,2
J120759.34+375825.3,1
J120800.76+433919.4,1
J120802.08+094557.1,2
J120802.98+215401.0,2
J120805.55+251414.4,3
J120806.67+093428.1,2
J120807.04+420413.3,3
J120807.38+282154.9,1
J120807.71+150322.4,2
J120809.83+141248.1,3
J120810.15+171205.2,2
J120810.82+484128.1,2
J120812.93+144924.6,3
J120813.74+440343.0,4
J120814.44+125412.5,1
J120824.76+305913.1,2
J120824.82+343727.3,1
J120828.64-023919.5,2
J120828.82+173007.2,2
J120837.10+612106.4,4
J120837.28+115937.9,1
J120837.85+543257.2,1
J120844.70+473339.5,2
J120846.95+585729.7,1
J120848.84+463107.7,1
J120849.78+175759.5,1
J120853.03+554051.8,2
J120853.36+263618.4,1
J120853.75+372943.8,2
J120854.56+010104.0,3
J120855.60+464113.8,1
J120858.10+212143.9,1
J120859.32+495040.1,1
J120859.52+291206.3,2
J120900.28+380621.4,2
J120903.27+320044.9,1
J120906.79-025745.1,3
J120908.59+393841.8,4
J120918.50+531823.7,2
J120921.53-014408.5,3
J120921.78+484139.1,3
J120922.60+293845.6,1
J120923.87+500938.8,2
J120924.17+562004.8,3
J120924.44+374140.6,2
J120925.23-005751.2,1
J120927.51+104841.0,1
J120932.36+392907.6,1
J120938.56+404908.9,2
J120940.17+142035.3,1
J120942.89-021943.1,2
J120948.85+224432.6,1F
J120949.46+282559.7,1
J120951.60-012411.8,1
J120954.32+271117.6,1
J121000.31+143607.4,2
J121000.86+271032.6,2
J121001.05+153040.2,3
J121011.15+574920.1,1
J121011.77+170923.0,3
J121014.78+144004.9,1
J121017.46+063016.6,3
J121017.71+022343.6,2
J121019.23+333506.4,2
J121021.39+634703.1,1
J121025.62+282603.4,1
J121026.73+144244.9,1
J121030.48+310518.7,1
J121031.37+451639.1,2
J121033.64-021816.9,1
J121040.38+445847.9,1
J121043.74+214809.3,2
J121043.75+043931.5,1
J121045.28+445631.5,3
J121045.68+190227.0,2
J121046.10+561609.3,4
J121100.18+044938.4,1
J121102.93+344400.7,2
J121103.29-002005.2,2
J121104.11+154655.3,3
J121104.66+131926.6,1
J121106.88+184054.6,2
J121108.26+351958.8,2
J121109.30+014056.7,2
J121110.40+391232.1,2
J121110.99+060744.2,4
J121115.28+391137.7,1
J121121.01+131957.4,1
J121121.35+301111.3,4
J121124.10+132305.5,2
J121125.12+191545.3,4
J121126.30+400400.3,2
J121130.30+404743.2,1
J121131.92+213819.0,1
J121134.78+365030.0,1
J121136.42+505538.0,3
J121139.03+220147.5,3
J121143.17+080108.3,3
J121144.25+012513.8,4
J121147.53+381000.4,1
J121148.43+280410.5,1
J121149.89+383411.0,2
J121150.36+471237.0,2
J121151.07+484911.2,3
J121151.15+295239.6,2
J121151.93+343123.6,1
J121151.97+401240.8,2
J121152.11+632734.1,1
J121152.47+172126.0,1
J121156.57+502913.7,4
J121158.64+224233.0,1
J121201.17+365742.9,1
J121203.08+460810.8,2
J121204.37+110106.2,2
J121208.51+424940.7,1
J121208.60+483306.8,1
J121215.25+032334.0,1
J121217.60+015307.9,2
J121220.39+014828.4,2
J121221.03-012714.4,2
J121222.21+391308.0,1
J121222.21+632309.8,2
J121222.96+303218.2,1
J121225.17+460152.2,1
J121239.07+194434.3,2
J121240.04+394128.5,1
J121241.22+364456.3,1
J121244.03+250424.2,1
J121244.04+312700.6,1
J121248.21+242937.2,4
J121248.82+314608.9,3
J121250.14+251620.2,2
J121251.60+294108.1,2
J121252.47+014323.7,2
J121254.65+181521.5,1
J121256.39+353831.7,1
J121257.78+430421.9,3
J121258.36+031450.7,1
J121259.13+272704.5,1
J121307.53+341034.3,1
J121307.75+341243.9,1
J121308.03+051209.4,2
J121311.84+141345.7,2
J121312.71+060424.9,2
J121314.11+324154.1,1
J121314.61+595857.3,1
J121316.33+080419.1,1
J121317.89+270132.3,1
J121319.87+372520.4,2
J121320.87+275646.1,2
J121320.91+235633.3,2
J121321.08+291413.5,2
J121321.23+545904.3,2
J121330.41+622632.7,1
J121330.71+322945.1,4
J121334.64+541557.7,2
J121334.65+060457.3,2
J121334.85+502606.7,1
J121335.89+585554.7,1
J121336.31+013017.3,2
J121339.00+333042.2,2
J121341.29+515621.8,1
J121343.57+404004.2,2
J121346.64-020954.3,2
J121347.09+270318.8,3
J121349.21+515043.3,1
J121354.63+173021.9,3
J121355.42+251232.2,2
J121359.38+305342.2,3
J121401.84+565435.1,2
J121402.27+243438.7,1
J121402.64+150951.1,2
J121404.40+040955.2,2
J121405.07+564142.3,1
J121405.51+061448.8,2
J121406.73+002634.9,2
J121411.46+263603.8,1
J121415.71+304359.0,2
J121416.21+253846.1,2
J121418.51+135510.0,2
J121420.26+264647.1,1
J121423.01+102901.9,2
J121424.03-003206.3,2
J121427.48+421016.2,1
J121428.05+393251.4,1
J121431.23+082225.7,1
J121434.36-031227.8,4
J121434.42+004727.9,3
J121438.92+144542.2,1
J121439.53+052803.9,4
J121443.53+182617.4,3
J121444.67-015050.6,1
J121446.35+140533.0,1
J121446.45+371024.3,1
J121447.52+105556.9,3
J121447.75+130319.2,1
J121452.60+213025.4,1
J121452.60+251101.5,2
J121453.20+213307.7,1
J121453.36+534139.2,3
J121456.07+105041.9,2
J121459.39+210158.5,2
J121508.26-021947.8,3
J121510.98+073204.7,1
J121513.06+050257.0,3
